"driven_byowner_id","driven_byregistered_carslicense_plate","charging_pointspoint_id","charging_pointscharging_stationsstation_id","connectionTime","disconnectTime","kWhDelivered","protocol","payment","cost","vehicle_type","rating"
84,"ZXP5492",6,2,2019-03-05 04:38:03,2019-03-05 08:11:03,71.28,"normal(20kW)","card",8.87,bev,3
6,"IEA3797",1,1,2019-06-03 08:02:42,2019-06-03 08:52:42,41.85,"fast(50kW)","card",6.28,bev,NULL
68,"ZTK3647",12,3,2019-03-17 13:12:54,2019-03-17 13:59:54,39.60,"fast(50kW)","card",5.91,bev,2
84,"ZXP5492",12,3,2019-06-30 19:50:37,2019-06-30 21:48:37,39.60,"normal(20kW)","card",4.93,bev,4
15,"IEO4912",14,4,2019-01-26 03:06:46,2019-01-26 05:06:46,100.00,"fast(50kW)","card",15.53,bev,2
83,"ZBN8963",7,2,2019-05-11 03:39:58,2019-05-11 04:29:58,42.00,"fast(50kW)","card",6.38,bev,NULL
42,"ZTK3647",9,3,2019-10-25 05:19:11,2019-10-25 07:17:11,39.60,"normal(20kW)","card",5.02,bev,NULL
54,"ZXZ5659",1,1,2019-07-02 12:35:46,2019-07-02 16:24:46,76.50,"normal(20kW)","card",9.56,bev,4
89,"ZHT3445",6,2,2019-07-16 15:12:46,2019-07-16 17:43:46,50.40,"normal(20kW)","card",6.27,bev,5
28,"ZNM4272",10,3,2019-05-01 03:11:46,2019-05-01 06:44:46,71.28,"normal(20kW)","card",8.91,bev,5
40,"ZXP5492",6,2,2019-09-30 13:00:44,2019-09-30 16:57:44,79.20,"normal(20kW)","card",9.85,bev,NULL
91,"ZOT9399",16,4,2019-07-18 00:00:39,2019-07-18 01:10:39,58.80,"fast(50kW)","card",8.82,bev,3
76,"ZMY1345",7,2,2019-06-30 05:08:20,2019-06-30 06:08:20,50.40,"fast(50kW)","card",7.65,bev,4
7,"ZIT5295",14,4,2019-02-28 12:39:32,2019-02-28 15:48:32,63.00,"normal(20kW)","card",8.15,bev,NULL
61,"ZMA6229",20,5,2019-08-12 06:02:18,2019-08-12 06:50:18,40.60,"fast(50kW)","card",6.17,bev,NULL
19,"IET8695",5,2,2019-06-29 04:10:05,2019-06-29 05:37:05,29.00,"normal(20kW)","card",3.52,bev,NULL
10,"ZTX9534",7,2,2019-11-30 02:05:08,2019-11-30 05:35:08,70.00,"normal(20kW)","card",8.85,bev,NULL
33,"IHO9592",9,3,2019-07-11 08:52:01,2019-07-11 10:02:01,58.59,"fast(50kW)","card",8.91,bev,NULL
3,"IBN7239",6,2,2019-06-27 04:54:21,2019-06-27 08:15:21,67.20,"normal(20kW)","card",8.36,bev,3
96,"IOO8896",2,1,2019-05-20 01:58:32,2019-05-20 05:22:32,68.00,"normal(20kW)","card",8.26,bev,NULL
13,"IZT9712",4,1,2019-01-13 15:31:57,2019-01-13 18:18:57,56.00,"normal(20kW)","card",7.18,bev,NULL
98,"ZAH5167",4,1,2019-01-25 00:24:42,2019-01-25 03:48:42,68.00,"normal(20kW)","card",8.72,bev,NULL
79,"ZXZ5659",8,2,2019-12-11 10:40:53,2019-12-11 14:55:53,85.00,"normal(20kW)","card",10.55,bev,3
51,"IMA8414",19,5,2019-05-13 08:53:37,2019-05-13 10:02:37,58.00,"fast(50kW)","card",9.01,bev,4
35,"IHA5721",12,3,2019-09-02 00:28:04,2019-09-02 03:58:04,70.00,"normal(20kW)","card",8.71,bev,3
5,"IEA3797",1,1,2019-03-12 03:05:20,2019-03-12 07:16:20,83.70,"normal(20kW)","card",10.46,bev,3
47,"ZMZ6125",10,3,2019-10-28 09:53:41,2019-10-28 12:23:41,50.00,"normal(20kW)","card",6.25,bev,NULL
58,"IBK8636",16,4,2019-04-25 19:06:37,2019-04-25 20:18:37,60.00,"fast(50kW)","card",9.00,bev,NULL
58,"IBK8636",12,3,2019-01-26 02:16:29,2019-01-26 06:46:29,90.00,"normal(20kW)","card",11.20,bev,2
83,"ZBN8963",18,5,2019-02-12 14:56:17,2019-02-12 16:11:17,63.00,"fast(50kW)","card",9.19,bev,3
83,"INM2554",13,4,2019-10-14 21:59:21,2019-10-15 02:29:21,90.00,"normal(20kW)","card",11.70,bev,1
49,"ZKO9198",3,1,2019-10-20 12:07:29,2019-10-20 13:46:29,82.80,"fast(50kW)","card",12.92,bev,NULL
1,"ZXY1274",4,1,2019-12-10 14:46:05,2019-12-10 18:39:05,77.85,"normal(20kW)","card",9.98,bev,NULL
87,"IYI7188",17,5,2019-03-14 07:57:09,2019-03-14 08:57:09,50.22,"fast(50kW)","card",7.62,bev,4
62,"ZPP5665",12,3,2019-05-16 21:02:15,2019-05-17 00:15:15,64.40,"normal(20kW)","card",8.01,bev,NULL
61,"ZHN8664",8,2,2019-07-11 01:26:58,2019-07-11 02:46:58,66.96,"fast(50kW)","card",9.97,bev,NULL
88,"ZHN8664",5,2,2019-11-02 15:14:13,2019-11-02 18:09:13,58.59,"normal(20kW)","card",7.12,bev,NULL
36,"INM2554",8,2,2019-07-29 20:41:32,2019-07-29 21:53:32,60.00,"fast(50kW)","card",8.94,bev,5
80,"IBN1216",12,3,2019-05-10 21:46:52,2019-05-10 23:00:52,62.00,"fast(50kW)","card",9.26,bev,4
13,"IMN9279",17,5,2019-06-01 22:04:07,2019-06-02 01:57:07,77.85,"normal(20kW)","card",9.85,bev,NULL
100,"ZIY8333",8,2,2019-12-25 20:52:16,2019-12-25 21:58:16,55.44,"fast(50kW)","card",8.26,bev,3
33,"IHO9592",19,5,2019-07-06 17:56:08,2019-07-06 19:06:08,58.59,"fast(50kW)","card",9.10,bev,NULL
17,"ZYM4945",3,1,2019-01-23 03:05:20,2019-01-23 04:50:20,35.00,"normal(20kW)","card",4.55,bev,5
49,"ZKO9198",4,1,2019-05-17 08:00:48,2019-05-17 09:39:48,82.80,"fast(50kW)","card",12.74,bev,4
21,"IPA3793",3,1,2019-12-29 19:37:53,2019-12-29 20:33:53,47.34,"fast(50kW)","card",7.39,bev,3
58,"IBK8636",8,2,2019-05-25 03:33:45,2019-05-25 08:03:45,90.00,"normal(20kW)","card",11.17,bev,NULL
19,"IOK6523",4,1,2019-08-23 07:35:47,2019-08-23 08:55:47,66.96,"fast(50kW)","card",10.30,bev,3
33,"IXX9849",6,2,2019-10-09 21:48:52,2019-10-09 22:48:52,50.22,"fast(50kW)","card",7.50,bev,NULL
92,"IIT6735",4,1,2019-12-21 14:43:43,2019-12-21 18:29:43,75.60,"normal(20kW)","card",9.69,bev,1
43,"IPA4613",18,5,2019-01-03 10:57:41,2019-01-03 12:03:41,55.23,"fast(50kW)","card",8.05,bev,1
82,"IBK6254",3,1,2019-04-30 13:31:30,2019-04-30 15:18:30,90.00,"fast(50kW)","card",14.04,bev,5
99,"IHI2499",10,3,2019-10-17 14:38:26,2019-10-17 15:25:26,39.60,"fast(50kW)","card",5.94,bev,NULL
100,"ZIY8333",20,5,2019-02-28 17:28:53,2019-02-28 18:34:53,55.44,"fast(50kW)","card",8.43,bev,1
34,"IAH3712",16,4,2019-02-24 09:52:18,2019-02-24 11:15:18,69.20,"fast(50kW)","card",10.38,bev,5
37,"IHO9592",18,5,2019-10-06 01:30:59,2019-10-06 03:35:59,41.85,"normal(20kW)","card",5.08,bev,2
22,"ZPP5665",10,3,2019-02-19 05:15:28,2019-02-19 08:28:28,64.40,"normal(20kW)","card",8.05,bev,2
91,"ZIP2513",16,4,2019-09-24 09:09:21,2019-09-24 10:15:21,55.44,"fast(50kW)","card",8.32,bev,4
15,"ZKB5316",5,2,2019-04-05 14:44:52,2019-04-05 17:01:52,46.00,"normal(20kW)","card",5.59,bev,NULL
40,"ZXP5492",4,1,2019-06-05 03:04:24,2019-06-05 05:50:24,55.44,"normal(20kW)","card",7.11,bev,NULL
39,"IYE6331",6,2,2019-08-10 19:26:34,2019-08-10 22:24:34,59.50,"normal(20kW)","card",7.40,bev,NULL
73,"ITK8995",15,4,2019-08-26 07:30:23,2019-08-26 09:17:23,90.00,"fast(50kW)","card",13.40,bev,NULL
60,"ZMA6229",19,5,2019-02-28 18:11:24,2019-02-28 18:52:24,34.80,"fast(50kW)","card",5.40,bev,NULL
9,"IYX1897",15,4,2019-05-12 06:11:36,2019-05-12 10:22:36,83.70,"normal(20kW)","card",10.39,bev,2
3,"ZXN4585",16,4,2019-02-17 06:58:25,2019-02-17 11:58:25,100.00,"normal(20kW)","card",12.50,bev,NULL
17,"ZYM4945",3,1,2019-06-21 13:20:32,2019-06-21 16:07:32,56.00,"normal(20kW)","card",7.28,bev,1
26,"ZPH8993",1,1,2019-11-23 12:33:24,2019-11-23 14:18:24,35.00,"normal(20kW)","card",4.38,bev,NULL
92,"IIT6735",16,4,2019-12-09 04:04:29,2019-12-09 07:00:29,58.80,"normal(20kW)","card",7.35,bev,5
82,"IBK6254",16,4,2019-06-16 02:13:48,2019-06-16 05:13:48,60.00,"normal(20kW)","card",7.50,bev,4
49,"ZKO9198",1,1,2019-04-11 20:19:59,2019-04-11 21:25:59,55.20,"fast(50kW)","card",8.28,bev,NULL
43,"IPA4613",4,1,2019-10-30 11:17:21,2019-10-30 12:32:21,63.12,"fast(50kW)","card",9.71,bev,4
34,"IAH3712",5,2,2019-11-29 15:33:36,2019-11-29 17:42:36,43.25,"normal(20kW)","card",5.25,bev,NULL
28,"IBK8636",10,3,2019-01-03 11:33:47,2019-01-03 13:09:47,80.00,"fast(50kW)","card",12.00,bev,1
50,"IET8695",16,4,2019-11-23 03:46:13,2019-11-23 06:05:13,46.40,"normal(20kW)","card",5.80,bev,NULL
1,"ZBN1974",20,5,2019-09-06 14:58:28,2019-09-06 17:54:28,58.80,"normal(20kW)","card",7.45,bev,NULL
90,"IEZ6922",13,4,2019-02-16 06:32:43,2019-02-16 10:17:43,75.33,"normal(20kW)","card",9.79,bev,NULL
43,"IPA4613",13,4,2019-03-31 04:31:56,2019-03-31 05:46:56,63.12,"fast(50kW)","card",9.85,bev,5
19,"IOK6523",13,4,2019-10-31 03:40:58,2019-10-31 05:20:58,83.70,"fast(50kW)","card",13.06,bev,NULL
45,"ZMH4368",6,2,2019-09-23 23:46:07,2019-09-24 02:21:07,51.90,"normal(20kW)","card",6.46,bev,2
61,"ZMA6229",20,5,2019-12-20 22:37:13,2019-12-20 23:46:13,58.00,"fast(50kW)","card",8.82,bev,NULL
60,"ZMA6229",13,4,2019-05-13 05:28:08,2019-05-13 07:47:08,46.40,"normal(20kW)","card",6.03,bev,NULL
89,"ZHT3445",1,1,2019-07-29 21:00:47,2019-07-29 21:50:47,42.00,"fast(50kW)","card",6.30,bev,NULL
27,"ZZN1567",17,5,2019-01-07 12:48:24,2019-01-07 17:07:24,86.50,"normal(20kW)","card",10.94,bev,NULL
96,"IOO8896",9,3,2019-05-12 22:55:11,2019-05-13 01:28:11,51.00,"normal(20kW)","card",6.46,bev,4
34,"IAH3712",13,4,2019-07-09 16:42:43,2019-07-09 18:05:43,69.20,"fast(50kW)","card",10.80,bev,NULL
86,"ZIM4642",13,4,2019-11-16 03:44:54,2019-11-16 05:20:54,80.00,"fast(50kW)","card",12.48,bev,4
17,"ZYM4945",2,1,2019-11-09 22:37:02,2019-11-09 23:19:02,35.00,"fast(50kW)","card",5.10,bev,2
51,"IMA8414",20,5,2019-02-04 18:25:41,2019-02-04 19:52:41,29.00,"normal(20kW)","card",3.67,bev,3
29,"ITK8995",9,3,2019-06-11 15:37:19,2019-06-11 17:24:19,90.00,"fast(50kW)","card",13.68,bev,5
76,"ZMY1345",1,1,2019-07-31 00:29:32,2019-07-31 03:25:32,58.80,"normal(20kW)","card",7.35,bev,2
1,"ZBN1974",15,4,2019-12-14 11:31:28,2019-12-14 13:01:28,75.60,"fast(50kW)","card",11.26,bev,5
58,"IBK8636",4,1,2019-04-10 04:02:28,2019-04-10 05:49:28,90.00,"fast(50kW)","card",13.85,bev,4
15,"ZKB5316",18,5,2019-04-22 21:30:02,2019-04-23 00:43:02,64.40,"normal(20kW)","card",7.82,bev,NULL
3,"ZXN4585",9,3,2019-10-20 20:33:42,2019-10-20 23:33:42,60.00,"normal(20kW)","card",7.60,bev,NULL
24,"IBN1216",8,2,2019-09-17 13:49:59,2019-09-17 14:33:59,37.20,"fast(50kW)","card",5.54,bev,2
13,"IZT9712",15,4,2019-10-10 09:11:39,2019-10-10 11:38:39,49.00,"normal(20kW)","card",6.08,bev,NULL
21,"IPA3793",10,3,2019-01-08 19:15:36,2019-01-08 20:49:36,78.90,"fast(50kW)","card",11.84,bev,3
36,"INM2554",5,2,2019-12-01 04:35:26,2019-12-01 09:05:26,90.00,"normal(20kW)","card",10.94,bev,4
88,"ZHN8664",17,5,2019-05-25 17:51:26,2019-05-25 20:46:26,58.59,"normal(20kW)","card",7.41,bev,3
66,"ZKB5316",20,5,2019-01-22 19:40:39,2019-01-22 23:48:39,82.80,"normal(20kW)","card",10.49,bev,NULL
26,"ZPH8993",17,5,2019-12-25 13:01:51,2019-12-25 13:51:51,42.00,"fast(50kW)","card",6.38,bev,NULL
34,"IAH3712",20,5,2019-03-20 12:09:41,2019-03-20 13:32:41,69.20,"fast(50kW)","card",10.52,bev,2
15,"ZKB5316",15,4,2019-11-17 00:31:15,2019-11-17 01:59:15,73.60,"fast(50kW)","card",10.96,bev,2
38,"ZBN8963",7,2,2019-10-18 20:25:38,2019-10-18 21:15:38,42.00,"fast(50kW)","card",6.38,bev,3
37,"IHO9592",5,2,2019-12-06 01:43:54,2019-12-06 02:53:54,58.59,"fast(50kW)","card",8.54,bev,NULL
98,"ZAH5167",13,4,2019-05-29 05:28:45,2019-05-29 07:10:45,85.00,"fast(50kW)","card",13.26,bev,1
100,"ZIY8333",4,1,2019-08-30 05:24:46,2019-08-30 07:22:46,39.60,"normal(20kW)","card",5.08,bev,NULL
74,"ZEH3972",19,5,2019-10-09 09:35:44,2019-10-09 10:50:44,63.12,"fast(50kW)","card",9.80,bev,4
96,"IOO8896",15,4,2019-12-30 16:37:09,2019-12-30 17:38:09,51.00,"fast(50kW)","card",7.59,bev,NULL
2,"ZYE1564",17,5,2019-04-04 06:21:54,2019-04-04 09:17:54,58.80,"normal(20kW)","card",7.44,bev,1
64,"IOX7652",10,3,2019-05-21 19:15:13,2019-05-21 20:55:13,83.70,"fast(50kW)","card",12.55,bev,4
62,"ZPP5665",1,1,2019-06-26 09:48:24,2019-06-26 10:54:24,55.20,"fast(50kW)","card",8.28,bev,NULL
74,"ZEH3972",6,2,2019-02-10 15:01:24,2019-02-10 15:48:24,39.45,"fast(50kW)","card",5.89,bev,NULL
65,"ZME5154",8,2,2019-05-04 03:32:48,2019-05-04 05:11:48,82.80,"fast(50kW)","card",12.33,bev,NULL
74,"ZEH3972",8,2,2019-04-30 03:05:14,2019-04-30 06:38:14,71.01,"normal(20kW)","card",8.81,bev,4
11,"IKP3196",14,4,2019-03-19 16:16:16,2019-03-19 17:06:16,42.00,"fast(50kW)","card",6.52,bev,3
66,"ZKB5316",15,4,2019-08-07 02:21:41,2019-08-07 04:11:41,92.00,"fast(50kW)","card",13.70,bev,NULL
58,"IBK8636",7,2,2019-04-25 14:38:20,2019-04-25 15:38:20,50.00,"fast(50kW)","card",7.59,bev,1
8,"IKB2184",12,3,2019-10-10 22:52:28,2019-10-10 23:42:28,41.85,"fast(50kW)","card",6.25,bev,NULL
28,"IBK8636",1,1,2019-02-24 12:56:14,2019-02-24 14:43:14,90.00,"fast(50kW)","card",13.50,bev,NULL
6,"ITT7255",19,5,2019-05-10 11:41:15,2019-05-10 15:34:15,77.85,"normal(20kW)","card",10.07,bev,4
10,"ZTX9534",10,3,2019-11-30 16:05:48,2019-11-30 17:17:48,60.00,"fast(50kW)","card",9.00,bev,NULL
49,"ZKO9198",6,2,2019-08-16 21:13:20,2019-08-16 22:41:20,73.60,"fast(50kW)","card",10.99,bev,4
98,"ZAH5167",4,1,2019-04-19 13:27:04,2019-04-19 16:00:04,51.00,"normal(20kW)","card",6.54,bev,4
9,"IYX1897",7,2,2019-09-06 14:01:50,2019-09-06 16:31:50,50.22,"normal(20kW)","card",6.35,bev,NULL
66,"ZKB5316",16,4,2019-11-14 00:05:22,2019-11-14 02:22:22,46.00,"normal(20kW)","card",5.75,bev,NULL
20,"IYI7188",12,3,2019-12-16 13:27:34,2019-12-16 15:07:34,83.70,"fast(50kW)","card",12.49,bev,3
49,"ZKO9198",10,3,2019-04-05 17:00:31,2019-04-05 20:13:31,64.40,"normal(20kW)","card",8.05,bev,1
32,"ZTE2784",3,1,2019-08-05 05:40:21,2019-08-05 06:57:21,64.40,"fast(50kW)","card",10.05,bev,2
96,"IOO8896",5,2,2019-06-25 17:56:02,2019-06-25 21:45:02,76.50,"normal(20kW)","card",9.29,bev,NULL
42,"ZTK3647",16,4,2019-02-23 23:33:21,2019-02-24 03:06:21,71.28,"normal(20kW)","card",8.91,bev,1
7,"ZIT5295",12,3,2019-05-25 01:50:40,2019-05-25 04:59:40,63.00,"normal(20kW)","card",7.84,bev,4
26,"ZPH8993",10,3,2019-08-11 17:03:51,2019-08-11 20:12:51,63.00,"normal(20kW)","card",7.88,bev,1
26,"ZPH8993",14,4,2019-03-01 00:36:06,2019-03-01 03:23:06,56.00,"normal(20kW)","card",7.25,bev,3
90,"IEZ6922",20,5,2019-08-23 17:16:16,2019-08-23 21:27:16,83.70,"normal(20kW)","card",10.60,bev,3
69,"ZME5154",15,4,2019-03-27 04:57:46,2019-03-27 06:47:46,92.00,"fast(50kW)","card",13.70,bev,NULL
27,"ZZN1567",14,4,2019-03-29 08:31:03,2019-03-29 11:32:03,60.55,"normal(20kW)","card",7.84,bev,1
39,"IYE6331",9,3,2019-06-17 05:22:12,2019-06-17 08:20:12,59.50,"normal(20kW)","card",7.54,bev,2
76,"ZMY1345",7,2,2019-03-25 10:50:00,2019-03-25 12:20:00,75.60,"fast(50kW)","card",11.48,bev,NULL
53,"IYE6331",9,3,2019-06-18 05:59:29,2019-06-18 06:50:29,42.50,"fast(50kW)","card",6.46,bev,2
20,"IYI7188",5,2,2019-10-21 03:57:20,2019-10-21 05:27:20,75.33,"fast(50kW)","card",10.98,bev,5
55,"IHA5721",19,5,2019-05-27 16:10:15,2019-05-27 18:10:15,100.00,"fast(50kW)","card",15.53,bev,3
88,"ZHN8664",4,1,2019-02-28 14:38:25,2019-02-28 17:33:25,58.59,"normal(20kW)","card",7.51,bev,NULL
14,"IHI2499",6,2,2019-03-03 07:07:14,2019-03-03 07:54:14,39.60,"fast(50kW)","card",5.91,bev,4
34,"IAH3712",20,5,2019-09-09 17:37:10,2019-09-09 19:00:10,69.20,"fast(50kW)","card",10.52,bev,1
89,"ZHT3445",5,2,2019-09-30 14:50:25,2019-09-30 18:11:25,67.20,"normal(20kW)","card",8.16,bev,NULL
32,"ZTE2784",13,4,2019-10-30 23:04:12,2019-10-31 01:49:12,55.20,"normal(20kW)","card",7.18,bev,NULL
8,"IKB2184",12,3,2019-12-01 18:40:47,2019-12-01 19:30:47,41.85,"fast(50kW)","card",6.25,bev,5
91,"ZOT9399",6,2,2019-06-17 12:33:47,2019-06-17 14:38:47,42.00,"normal(20kW)","card",5.22,bev,1
47,"ZMZ6125",6,2,2019-03-17 17:18:55,2019-03-17 21:18:55,80.00,"normal(20kW)","card",9.95,bev,4
9,"IYX1897",4,1,2019-07-21 18:21:12,2019-07-21 19:51:12,75.33,"fast(50kW)","card",11.59,bev,3
97,"INX7759",14,4,2019-10-19 15:07:05,2019-10-19 15:58:05,43.25,"fast(50kW)","card",6.72,bev,3
33,"IXX9849",19,5,2019-12-04 04:04:30,2019-12-04 07:49:30,75.33,"normal(20kW)","card",9.75,bev,NULL
29,"ITK8995",5,2,2019-08-13 06:05:19,2019-08-13 07:05:19,50.00,"fast(50kW)","card",7.29,bev,NULL
80,"IBN1216",1,1,2019-01-22 06:14:15,2019-01-22 08:24:15,43.40,"normal(20kW)","card",5.42,bev,3
69,"ZME5154",3,1,2019-07-19 12:24:28,2019-07-19 13:30:28,55.20,"fast(50kW)","card",8.61,bev,1
17,"ZYM4945",19,5,2019-07-08 21:12:25,2019-07-09 00:42:25,70.00,"normal(20kW)","card",9.06,bev,NULL
60,"ZMA6229",6,2,2019-09-19 07:15:15,2019-09-19 08:17:15,52.20,"fast(50kW)","card",7.79,bev,5
50,"IET8695",4,1,2019-03-23 19:55:35,2019-03-23 22:31:35,52.20,"normal(20kW)","card",6.69,bev,4
40,"ZXP5492",18,5,2019-09-25 13:15:57,2019-09-25 15:37:57,47.52,"normal(20kW)","card",5.77,bev,1
37,"IHO9592",4,1,2019-02-03 14:21:22,2019-02-03 15:41:22,66.96,"fast(50kW)","card",10.30,bev,2
43,"IPA4613",7,2,2019-08-08 03:46:00,2019-08-08 06:55:00,63.12,"normal(20kW)","card",7.98,bev,4
19,"IOK6523",19,5,2019-02-28 04:15:34,2019-02-28 08:00:34,75.33,"normal(20kW)","card",9.75,bev,NULL
47,"ZMZ6125",13,4,2019-07-04 16:07:04,2019-07-04 20:37:04,90.00,"normal(20kW)","card",11.70,bev,2
15,"ZKB5316",1,1,2019-03-20 02:53:26,2019-03-20 03:48:26,46.00,"fast(50kW)","card",6.90,bev,2
93,"ZHT3445",19,5,2019-03-07 18:11:14,2019-03-07 19:01:14,42.00,"fast(50kW)","card",6.52,bev,4
3,"ZXN4585",17,5,2019-03-02 18:32:58,2019-03-02 21:32:58,60.00,"normal(20kW)","card",7.59,bev,NULL
5,"ITT7255",4,1,2019-09-18 05:11:54,2019-09-18 06:02:54,43.25,"fast(50kW)","card",6.65,bev,NULL
76,"III9582",12,3,2019-12-03 13:07:32,2019-12-03 15:52:32,55.20,"normal(20kW)","card",6.87,bev,NULL
79,"ZXZ5659",4,1,2019-10-07 23:53:25,2019-10-08 00:54:25,51.00,"fast(50kW)","card",7.85,bev,2
34,"IAH3712",8,2,2019-11-30 18:16:30,2019-11-30 19:59:30,86.50,"fast(50kW)","card",12.88,bev,5
59,"ZYM4945",8,2,2019-07-09 08:23:42,2019-07-09 11:53:42,70.00,"normal(20kW)","card",8.69,bev,5
54,"ZXZ5659",15,4,2019-10-25 02:48:50,2019-10-25 03:39:50,42.50,"fast(50kW)","card",6.33,bev,2
93,"ZAH5167",3,1,2019-07-01 04:39:16,2019-07-01 06:21:16,85.00,"fast(50kW)","card",13.26,bev,5
68,"ZTK3647",1,1,2019-06-26 23:14:51,2019-06-27 02:00:51,55.44,"normal(20kW)","card",6.93,bev,5
35,"IHA5721",9,3,2019-03-18 20:48:42,2019-03-19 00:18:42,70.00,"normal(20kW)","card",8.87,bev,2
35,"IHA5721",13,4,2019-08-05 09:32:12,2019-08-05 12:02:12,50.00,"normal(20kW)","card",6.50,bev,NULL
96,"IOO8896",1,1,2019-09-01 11:05:08,2019-09-01 14:03:08,59.50,"normal(20kW)","card",7.44,bev,NULL
47,"ZMZ6125",6,2,2019-01-21 06:05:02,2019-01-21 07:05:02,50.00,"fast(50kW)","card",7.46,bev,2
14,"IHI2499",20,5,2019-01-15 05:12:12,2019-01-15 06:28:12,63.36,"fast(50kW)","card",9.63,bev,NULL
79,"ZXZ5659",2,1,2019-07-09 23:58:36,2019-07-10 03:47:36,76.50,"normal(20kW)","card",9.29,bev,NULL
59,"ZYM4945",15,4,2019-09-21 01:12:28,2019-09-21 04:42:28,70.00,"normal(20kW)","card",8.69,bev,NULL
83,"ZBN8963",5,2,2019-05-21 18:18:38,2019-05-21 21:05:38,56.00,"normal(20kW)","card",6.80,bev,4
93,"ZAH5167",5,2,2019-12-22 23:45:31,2019-12-23 01:06:31,68.00,"fast(50kW)","card",9.91,bev,3
78,"ZPN3781",12,3,2019-06-27 06:13:11,2019-06-27 07:53:11,84.00,"fast(50kW)","card",12.54,bev,NULL
33,"IHO9592",17,5,2019-06-07 09:36:07,2019-06-07 12:06:07,50.22,"normal(20kW)","card",6.35,bev,4
84,"IXK4217",17,5,2019-01-03 21:11:53,2019-01-03 21:55:53,37.20,"fast(50kW)","card",5.65,bev,3
33,"IHO9592",13,4,2019-04-15 16:23:19,2019-04-15 20:08:19,75.33,"normal(20kW)","card",9.79,bev,2
32,"ZTE2784",14,4,2019-11-08 02:40:27,2019-11-08 03:57:27,64.40,"fast(50kW)","card",10.00,bev,3
71,"ZXE6396",13,4,2019-06-14 09:26:07,2019-06-14 12:59:07,71.01,"normal(20kW)","card",9.23,bev,NULL
82,"IBK6254",8,2,2019-06-04 17:35:25,2019-06-04 20:35:25,60.00,"normal(20kW)","card",7.45,bev,4
14,"IHI2499",3,1,2019-12-25 18:28:35,2019-12-25 19:44:35,63.36,"fast(50kW)","card",9.88,bev,4
51,"IMA8414",2,1,2019-03-29 12:16:39,2019-03-29 13:43:39,29.00,"normal(20kW)","card",3.52,bev,5
72,"IEZ6922",18,5,2019-12-01 13:24:16,2019-12-01 14:54:16,75.33,"fast(50kW)","card",10.98,bev,NULL
12,"IMN9279",14,4,2019-10-07 18:44:55,2019-10-07 19:35:55,43.25,"fast(50kW)","card",6.72,bev,NULL
93,"ZHT3445",1,1,2019-03-31 16:17:06,2019-03-31 17:47:06,75.60,"fast(50kW)","card",11.34,bev,1
9,"IYX1897",4,1,2019-05-16 10:32:51,2019-05-16 13:52:51,66.96,"normal(20kW)","card",8.58,bev,1
11,"IKP3196",7,2,2019-09-05 17:50:57,2019-09-05 18:48:57,49.00,"fast(50kW)","card",7.44,bev,3
23,"INX7759",1,1,2019-11-08 05:46:10,2019-11-08 09:13:10,69.20,"normal(20kW)","card",8.65,bev,5
95,"ZTE2784",1,1,2019-08-25 21:29:07,2019-08-25 22:24:07,46.00,"fast(50kW)","card",6.90,bev,4
58,"IBK8636",5,2,2019-10-27 18:50:38,2019-10-27 19:50:38,50.00,"fast(50kW)","card",7.29,bev,1
10,"ZTX9534",15,4,2019-12-01 20:39:02,2019-12-01 22:15:02,80.00,"fast(50kW)","card",11.91,bev,NULL
96,"IOO8896",3,1,2019-01-27 19:01:48,2019-01-27 20:32:48,76.50,"fast(50kW)","card",11.93,bev,3
28,"IBK8636",5,2,2019-01-16 22:31:34,2019-01-17 03:01:34,90.00,"normal(20kW)","card",10.94,bev,3
95,"ZTE2784",7,2,2019-05-18 07:32:46,2019-05-18 11:40:46,82.80,"normal(20kW)","card",10.47,bev,3
9,"IYX1897",18,5,2019-09-16 19:28:24,2019-09-16 20:58:24,75.33,"fast(50kW)","card",10.98,bev,5
83,"INM2554",8,2,2019-12-08 03:10:57,2019-12-08 04:46:57,80.00,"fast(50kW)","card",11.91,bev,NULL
38,"ZBN8963",2,1,2019-12-21 16:40:55,2019-12-21 19:07:55,49.00,"normal(20kW)","card",5.95,bev,5
33,"IHO9592",10,3,2019-12-14 11:01:42,2019-12-14 12:31:42,75.33,"fast(50kW)","card",11.30,bev,NULL
65,"ZME5154",14,4,2019-03-09 15:48:21,2019-03-09 17:38:21,92.00,"fast(50kW)","card",14.29,bev,4
57,"ZPN3781",4,1,2019-04-02 01:19:02,2019-04-02 03:24:02,42.00,"normal(20kW)","card",5.38,bev,NULL
88,"ZHN8664",16,4,2019-11-13 15:20:21,2019-11-13 17:25:21,41.85,"normal(20kW)","card",5.23,bev,NULL
95,"ZTE2784",20,5,2019-05-17 11:44:28,2019-05-17 15:52:28,82.80,"normal(20kW)","card",10.49,bev,3
15,"IEO4912",17,5,2019-12-28 19:45:37,2019-12-28 23:45:37,80.00,"normal(20kW)","card",10.12,bev,5
74,"ZEH3972",13,4,2019-07-06 23:50:48,2019-07-07 02:35:48,55.23,"normal(20kW)","card",7.18,bev,2
24,"IBN1216",2,1,2019-11-06 12:50:21,2019-11-06 14:41:21,37.20,"normal(20kW)","card",4.52,bev,1
86,"ZIM4642",5,2,2019-05-22 13:38:40,2019-05-22 15:01:40,70.00,"fast(50kW)","card",10.21,bev,NULL
